concept_id,english,language,ours,verdict,suggested,confidence,note
653,tiger,Hebrew,נָמֵר,wrong_sense,טיגריס,med,נמר normally means leopard
653,tiger,Swahili,tiger,untranslated,simba marara,med,English word untranslated
655,rabbit,German,hase,wrong_sense,kaninchen,med,means hare
657,lamb,Korean,양고기,wrong_sense,새끼 양,med,means lamb meat/mutton
657,lamb,Thai,เนื้อแกะ,wrong_sense,ลูกแกะ,med,means lamb meat
657,lamb,Arabic,لحم ضأن,wrong_sense,حمل,med,means mutton/lamb meat
657,lamb,Welsh,homen,garbage,oen,low,not a real word
659,monkey,Hindi,मंकी,untranslated,बंदर,high,transliteration of English monkey
660,panda,Greek,αρκτοειδές ζώο της ασίας,phrase,πάντα,med,descriptive phrase not lexeme
661,bear,Spanish,soportar,wrong_pos,oso,high,means to bear/endure (verb)
661,bear,Vietnamese,chịu,wrong_sense,con gấu,high,means to bear/endure (verb)
661,bear,Swahili,kubeba,wrong_sense,dubu,high,means to carry (verb)
661,bear,Welsh,dalia ’,wrong_sense,arth,med,means to hold/bear (verb)
663,wolf,Hungarian,wolf,untranslated,farkas,high,English word untranslated
664,fox,Hungarian,fox,untranslated,róka,high,English word untranslated
664,fox,Hindi,फॉक्स,untranslated,लोमड़ी,high,transliteration of English fox
665,camel,Japanese,キャメル,likely_wrong,ラクダ,med,rare transliteration not standard word
671,cheetah,Spanish,leopardo,wrong_sense,guepardo,high,means leopard
674,hedgehog,Japanese,ヘッジホッグ,likely_wrong,ハリネズミ,med,transliteration not standard word
675,otter,Arabic,قندس,wrong_sense,ثعلب الماء,med,means beaver
676,bat,German,schläger,wrong_sense,fledermaus,high,means racket/bat(sport)
676,bat,Japanese,バット,wrong_sense,コウモリ,high,means bat (sports)
676,bat,Arabic,مضرب,wrong_sense,خفاش,high,means racket/bat(sport)
676,bat,Swahili,bat,untranslated,popo,med,English word untranslated
677,bird,Hindi,बर्ड,untranslated,पक्षी,high,transliteration of English bird
678,nest,Japanese,ネスト,likely_wrong,巣,med,transliteration not standard word
681,duck,Hungarian,duck,untranslated,kacsa,high,English word untranslated
681,duck,Welsh,dowciaf,garbage,hwyaden,med,garbled verb form
682,goose,Vietnamese,goose,untranslated,con ngỗng,high,English word untranslated
682,goose,Swahili,goose,untranslated,bata bukini,med,English word untranslated
683,hummingbird,Vietnamese,hummingbird,untranslated,chim ruồi,high,English word untranslated
683,hummingbird,Hebrew,hummingbird,untranslated,יונק דבש,high,English word in Hebrew column
683,hummingbird,Welsh,hummingbird,untranslated,aderyn y si,med,English word untranslated
683,hummingbird,Swahili,hummingbird,untranslated,ndege-nyuki,med,English word untranslated
683,hummingbird,Hindi,हमिंगबर्ड,untranslated,गुंजन पक्षी,med,transliteration of English
684,sparrow,Vietnamese,sparrow,untranslated,chim sẻ,high,English word untranslated
684,sparrow,Welsh,ngwrachod,wrong_sense,golfan,med,means witches
685,magpie,Vietnamese,magpie,untranslated,chim ác là,high,English word untranslated
685,magpie,Turkish,magpie,untranslated,saksağan,high,English word untranslated
685,magpie,Indonesian,magpie,untranslated,burung murai,med,English word untranslated
685,magpie,Hebrew,עוֹרֵב הַנְחָלִים,wrong_sense,עַקְעָק,med,means brook raven
685,magpie,Hindi,magpie,untranslated,नीलकंठ,med,English word untranslated
686,oriole,Vietnamese,oriole,untranslated,chim vàng anh,high,English word untranslated
686,oriole,Turkish,oriole,untranslated,sarıasma,high,English word untranslated
686,oriole,Italian,oriole,untranslated,rigogolo,med,English word untranslated
686,oriole,Spanish,oriol,untranslated,oropéndola,med,near-transliteration
686,oriole,Japanese,オリオール,likely_wrong,コウライウグイス,med,transliteration not standard word
686,oriole,Greek,φλώρος,wrong_sense,συκοφάγος,med,means greenfinch
687,thrush bird,German,tombosvogel,garbage,drossel,med,not a real word
687,thrush bird,Spanish,pájaro de la cadera,wrong_sense,tordo,med,means bird of the hip
687,thrush bird,Russian,молочница птица,wrong_sense,дрозд,med,молочница = candidiasis
687,thrush bird,Korean,아구창 새,wrong_sense,개똥지빠귀,med,아구창 = oral thrush infection
687,thrush bird,Turkish,pamukçuk kuşu,wrong_sense,ardıç kuşu,med,pamukçuk = thrush infection
687,thrush bird,Vietnamese,chim thrush,untranslated,chim hoét,high,English word untranslated
687,thrush bird,Indonesian,burung thrush,untranslated,burung anis,med,English word untranslated
688,swallow bird,Hungarian,nyelni madár,phrase,fecske,med,to swallow + bird
688,swallow bird,Finnish,niellä lintu,phrase,pääsky,med,to swallow + bird
688,swallow bird,Russian,глотать птицу,phrase,ласточка,med,to swallow a bird
688,swallow bird,German,vogel schlucken,phrase,schwalbe,med,to swallow a bird
688,swallow bird,Spanish,tragar pajaro,phrase,golondrina,med,to swallow a bird
688,swallow bird,Italian,dollow bird,garbage,rondine,med,garbled
688,swallow bird,Japanese,鳥を飲み込みます,phrase,ツバメ,med,conjugated sentence
688,swallow bird,Korean,새를 삼킨다,phrase,제비,med,conjugated sentence
688,swallow bird,Hebrew,לבלוע ציפור,phrase,סנונית,med,to swallow a bird
688,swallow bird,Turkish,kuş yutma,phrase,kırlangıç,med,bird swallowing
688,swallow bird,Vietnamese,chim nuốt,phrase,chim én,med,bird swallow
688,swallow bird,Hindi,पक्षी निगलें,phrase,अबाबील,med,swallow a bird
688,swallow bird,Arabic,ابتلاع الطيور,phrase,سنونو,med,swallowing birds
688,swallow bird,Thai,กลืนนก,phrase,นกนางแอ่น,med,swallow bird
689,turtledove,Finnish,kilpikonna,wrong_sense,turturikyyhky,high,means tortoise
689,turtledove,Vietnamese,rùa,wrong_sense,chim cu gáy,high,means turtle
689,turtledove,Welsh,crwban,wrong_sense,turtur,med,means tortoise
689,turtledove,Thai,เต่า,wrong_sense,นกเขา,med,means turtle
689,turtledove,Turkish,kaplumbağalı,wrong_sense,kumru,med,means with-turtle
689,turtledove,Greek,κουνουπιάζω,garbage,τρυγόνι,med,not a real word
689,turtledove,Russian,окуняется,garbage,горлица,med,garbled verb
689,turtledove,Japanese,タートルブ,garbage,キジバト,med,garbled transliteration
689,turtledove,Hebrew,צבייה,wrong_sense,תור,med,means gazelle/doe
689,turtledove,Arabic,turtledove,untranslated,يمامة,high,English word untranslated
689,turtledove,Swahili,turtledove,untranslated,hua,med,English word untranslated
689,turtledove,Hindi,कछुआ कबूतर,phrase,फ़ाख़्ता,med,turtle pigeon calque
690,parrot,Swahili,parrot,untranslated,kasuku,med,English word untranslated
691,woodpecker,Japanese,キッドペッカー,garbage,キツツキ,high,garbled kid-pecker transliteration
691,woodpecker,Swahili,woodpecker,untranslated,kigogota,med,English word untranslated
692,cormorant,Greek,άπληστος,wrong_sense,κορμοράνος,high,means greedy (adjective)
692,cormorant,Russian,банк,garbage,баклан,high,means bank
692,cormorant,Vietnamese,chim nhập vai,garbage,chim cốc,med,means role-playing bird
692,cormorant,Arabic,cormorant,untranslated,غاق,high,English word untranslated
692,cormorant,Hebrew,קורמורנט,likely_wrong,קורמורן,med,transliteration
693,egret,Russian,царапин,garbage,цапля,med,means scratches
693,egret,German,gret,garbage,silberreiher,med,truncated fragment
693,egret,Vietnamese,đầu tiên,garbage,cò,med,means first
693,egret,Japanese,ユグレット,garbage,シラサギ,med,garbled transliteration
693,egret,Hindi,egret,untranslated,बगुला,med,English word untranslated
694,crane,Welsh,craen,wrong_sense,garan,med,means crane (machine)
694,crane,Hindi,क्रेन,likely_wrong,सारस,med,transliteration; could be machine
696,swan,Hungarian,swan,untranslated,hattyú,high,English word untranslated
696,swan,Hindi,स्वैन,untranslated,हंस,high,transliteration of English swan
697,eagle,Hungarian,eagle,untranslated,sas,high,English word untranslated
697,eagle,Hindi,त्रिभुज,garbage,चील,high,means triangle
700,raven,Hungarian,raven,untranslated,holló,high,English word untranslated
700,raven,Vietnamese,raven,untranslated,quạ khoang,high,English word untranslated
700,raven,Swahili,raven,untranslated,kunguru,med,English word untranslated
700,raven,Hindi,रेवेन,untranslated,डोमकौआ,high,transliteration of English raven
701,pelican,Hindi,pelican,untranslated,हवासिल,med,English word in Devanagari column
704,reptile,Korean,비열한,wrong_sense,파충류,high,means despicable/mean
704,reptile,Greek,έρπων,wrong_pos,ερπετό,med,participle crawling
704,reptile,Hindi,साँप,wrong_sense,सरीसृप,med,means snake
704,reptile,Swahili,reptile,untranslated,mtambaazi,med,English word untranslated
706,fish,Finnish,kalastaa,wrong_pos,kala,high,means to fish (verb)
715,seal,Finnish,tiiviste,wrong_sense,hylje,high,means gasket/seal(mechanical)
715,seal,Greek,σφραγίδα,wrong_sense,φώκια,high,means stamp/seal
715,seal,Russian,печать,wrong_sense,тюлень,high,means stamp/seal
715,seal,German,siegel,wrong_sense,robbe,high,means wax seal
715,seal,Spanish,sello,wrong_sense,foca,high,means stamp/seal
715,seal,Vietnamese,niêm phong,wrong_sense,hải cẩu,high,means to seal
715,seal,Japanese,密閉する,wrong_pos,アザラシ,high,means to seal shut (verb)
715,seal,Korean,봉인,wrong_sense,물개,high,means sealing/seal-up
715,seal,Thai,ผนึก,wrong_sense,แมวน้ำ,high,means to seal
715,seal,Indonesian,segel,wrong_sense,anjing laut,high,means stamp/seal
715,seal,Turkish,mühür,wrong_sense,fok,high,means stamp/seal
715,seal,Hebrew,חותם,wrong_sense,כלב ים,high,means stamp/seal
715,seal,Swahili,muhuri,wrong_sense,sili,high,means stamp/seal
715,seal,Hindi,मुहर,wrong_sense,सील,high,means stamp/seal
715,seal,Welsh,selia,untranslated,morlo,med,garbled to-seal verb
715,seal,Hungarian,seal,untranslated,fóka,high,English word untranslated
716,walrus,Russian,морс,garbage,морж,high,means fruit drink
716,walrus,Vietnamese,walrus,untranslated,hải mã,high,English word untranslated
716,walrus,Welsh,walws,likely_wrong,morfarch,med,transliteration
716,walrus,Swahili,walrus,untranslated,tembo wa baharini,med,English word untranslated
718,starfish,Russian,звезда,wrong_sense,морская звезда,med,means star only
718,starfish,Welsh,sêr,wrong_sense,seren fôr,med,means stars
718,starfish,Hindi,starfish,untranslated,तारा मछली,med,English word untranslated
718,starfish,Swahili,starfish,untranslated,nyota ya bahari,med,English word untranslated
719,seahorse,Greek,θαλάσσιος θαλάσσιος,garbage,ιππόκαμπος,high,repeated word marine marine
719,seahorse,Welsh,morwyr,wrong_sense,morfarch,med,means sailors
719,seahorse,Hindi,seahorse,untranslated,समुद्री घोड़ा,med,English word untranslated
719,seahorse,Swahili,seahorse,untranslated,farasi wa baharini,med,English word untranslated
721,octopus,Hindi,अष्टभुज,wrong_sense,ऑक्टोपस,high,means octagon
722,shell,German,kruste,wrong_sense,muschel,med,means crust
722,shell,Hindi,शेल,untranslated,खोल,high,transliteration of English shell
723,carapace,Finnish,roska,wrong_sense,kilpi,high,means trash/litter
723,carapace,Welsh,carapace,untranslated,cragen,med,English word untranslated
724,conch,Welsh,cyntedd,wrong_sense,cragen,med,means hallway/porch
724,conch,Vietnamese,hych,garbage,ốc tù và,med,not a real word
725,clam,Vietnamese,yên tĩnh,wrong_sense,nghêu,med,means quiet (took clam as calm)
725,clam,Arabic,هادئة,wrong_sense,محار,high,means calm (took clam as calm)
725,clam,Welsh,champio,garbage,cregyn,low,not a real word
727,sea anemone,Japanese,シーアンモネ,likely_wrong,イソギンチャク,med,transliteration not standard word
728,coral,Japanese,コーラル,likely_wrong,サンゴ,med,transliteration not standard word
729,germ,Japanese,胚芽,wrong_sense,細菌,high,means seed germ/embryo bud
729,germ,Russian,зародыш,wrong_sense,микроб,med,means embryo/seed germ
729,germ,Hebrew,נֶבֶט,wrong_sense,חיידק,med,means sprout/seed germ
729,germ,Vietnamese,mầm,wrong_sense,vi trùng,med,means sprout
729,germ,Greek,φύτρο,wrong_sense,μικρόβιο,med,means sprout
733,fly,Hungarian,repülj,wrong_pos,légy,high,imperative to fly
733,fly,Finnish,lentää,wrong_pos,kärpänen,high,means to fly (verb)
733,fly,Greek,πετώ,wrong_pos,μύγα,high,means I fly (verb)
733,fly,Russian,летать,wrong_pos,муха,high,means to fly (verb)
733,fly,Spanish,volar,wrong_pos,mosca,high,means to fly (verb)
733,fly,Italian,volare,wrong_pos,mosca,high,means to fly (verb)
733,fly,Indonesian,terbang,wrong_pos,lalat,high,means to fly (verb)
733,fly,Turkish,uçmak,wrong_pos,sinek,high,means to fly (verb)
733,fly,Japanese,飛ぶ,wrong_pos,ハエ,high,means to fly (verb)
733,fly,Welsh,hehedan,wrong_pos,pryf/cleren,med,means to fly (verb)
733,fly,Thai,บิน,wrong_pos,แมลงวัน,med,means to fly (verb)
733,fly,Swahili,kuruka,wrong_pos,inzi,med,means to fly (verb)
735,dragonfly,Welsh,draig,wrong_sense,gwas y neidr,med,means dragon
735,dragonfly,Hindi,dragonfly,untranslated,व्याध पतंग,med,English word untranslated
737,caterpillar,Russian,caterpillar,untranslated,гусеница,high,English word untranslated
737,caterpillar,Korean,무한 궤도,wrong_sense,애벌레,high,means caterpillar track (vehicle)
737,caterpillar,Japanese,キャタピラー,wrong_sense,芋虫,med,means caterpillar track (vehicle)
737,caterpillar,Swahili,caterpillar,untranslated,kiwavi,med,English word untranslated
739,ladybug,Turkish,ladybug,untranslated,uğur böceği,med,English word untranslated
739,ladybug,Indonesian,ladybug,untranslated,kepik,med,English word untranslated
739,ladybug,Hindi,एक प्रकार का गुबरैला,phrase,सोनपंखी,med,a kind of beetle (gloss)
740,snail,Russian,уловка,wrong_sense,улитка,high,means trick/ploy
741,scorpion,Korean,투석기,wrong_sense,전갈,high,means catapult
741,scorpion,Swahili,scorpion,untranslated,nge,med,English word untranslated
742,spider,Hungarian,spider,untranslated,pók,high,English word untranslated
743,ant,Hindi,ant,untranslated,चींटी,high,English word in Devanagari column
743,ant,Swahili,mchwa,wrong_sense,siafu/chungu,med,means termite
746,louse,Russian,вошник,likely_wrong,вошь,med,garbled form
746,louse,Welsh,louse,untranslated,lleuen,med,English word untranslated
746,louse,Swahili,louse,untranslated,chawa,med,English word untranslated
747,cicada,Indonesian,jangkrik,wrong_sense,tonggeret,med,means cricket
748,aphid,Hindi,सुगंधित,garbage,माहू,high,means fragrant
748,aphid,Arabic,أفيد,likely_wrong,منّ,med,transliteration of English
751,millipede,Russian,миллипед,likely_wrong,многоножка,med,transliteration of English
751,millipede,Indonesian,millipede,untranslated,kaki seribu,med,English word untranslated
751,millipede,Swahili,millipede,untranslated,jongoo,med,English word untranslated
752,cricket,Finnish,kriketti,wrong_sense,sirkka,high,means cricket the sport
752,cricket,Greek,κρίκετ,wrong_sense,γρύλος,high,means cricket the sport
752,cricket,Russian,крикет,wrong_sense,сверчок,high,means cricket the sport
752,cricket,German,kricket,wrong_sense,grille,high,means cricket the sport
752,cricket,Italian,cricket,wrong_sense,grillo,high,means cricket the sport
752,cricket,Japanese,クリケット,wrong_sense,コオロギ,high,means cricket the sport
752,cricket,Korean,크리켓,wrong_sense,귀뚜라미,high,means cricket the sport
752,cricket,Turkish,kriket,wrong_sense,cırcır böceği,high,means cricket the sport
752,cricket,Arabic,كريكيت,wrong_sense,صرصور الليل,high,means cricket the sport
752,cricket,Hebrew,קרִיקֶט,wrong_sense,צְרָצַר,high,means cricket the sport
752,cricket,Welsh,criced,wrong_sense,cricsyn,med,means cricket the sport
752,cricket,Vietnamese,bóng chày,wrong_sense,con dế,high,means baseball
752,cricket,Swahili,kriketi,wrong_sense,panzi,med,means cricket the sport
753,firefly,Hungarian,firefly,untranslated,szentjánosbogár,high,English word untranslated
753,firefly,Finnish,firefly,untranslated,kiiltomato,high,English word untranslated
753,firefly,German,firefly,untranslated,glühwürmchen,high,English word untranslated
753,firefly,Indonesian,firefly,untranslated,kunang-kunang,high,English word untranslated
753,firefly,Korean,파이어 플라이,untranslated,반딧불이,med,transliteration of English
753,firefly,Welsh,firefly,untranslated,pryf tân,med,English word untranslated
753,firefly,Swahili,firefly,untranslated,kimulimuli,med,English word untranslated
755,worm,Japanese,いも虫,wrong_sense,ミミズ,med,means caterpillar
755,worm,Arabic,الفيروس المتنقل,wrong_sense,دودة,high,means computer worm
755,worm,Hindi,इल्ली,wrong_sense,कीड़ा,med,means caterpillar/larva
756,plant,Finnish,tehdas,wrong_sense,kasvi,high,means factory
756,plant,Japanese,工場,wrong_sense,植物,high,means factory
756,plant,Korean,공장,wrong_sense,식물,high,means factory
756,plant,Arabic,مصنع,wrong_sense,نبات,high,means factory
756,plant,Hindi,संयंत्र,wrong_sense,पौधा,high,means industrial plant/factory
759,stick,Finnish,tarttua,wrong_pos,keppi,high,means to grip/stick verb
759,stick,Thai,ติด,wrong_pos,ไม้,med,means to stick/attach verb
759,stick,Hindi,स्टिक,untranslated,छड़ी,med,transliteration of English stick
762,kernel,Hungarian,kernel,untranslated,mag,high,English word untranslated
762,kernel,Vietnamese,kernel,untranslated,nhân,med,English word untranslated
763,apple,Hungarian,apple,untranslated,alma,high,English word untranslated
763,apple,Hindi,ठहराना,garbage,सेब,high,means to halt/stay
763,apple,Swahili,apple,untranslated,tofaa,med,English word untranslated
764,banana,Hindi,banana,untranslated,केला,high,English word in Devanagari column
766,orange,Korean,주황색,wrong_sense,오렌지,high,means orange the colour
766,orange,Finnish,oranssi,wrong_sense,appelsiini,high,means orange the colour
769,peach,Welsh,eirin,wrong_sense,eirin gwlanog,med,means plum
769,peach,Swahili,peach,untranslated,pichi,med,English word untranslated
777,starfruit,Russian,starfruit,untranslated,карамбола,med,English word untranslated
777,starfruit,Italian,starfruit,untranslated,carambola,med,English word untranslated
777,starfruit,Hebrew,starfruit,untranslated,קרמבולה,med,English word untranslated
777,starfruit,Swahili,starfruit,untranslated,bilimbi,med,English word untranslated
777,starfruit,Hindi,स्टारफ्रूट,untranslated,कमरख,med,transliteration of English
777,starfruit,Greek,αστέρι,wrong_sense,άστερ φρουτ,med,means star only
781,fig,Hungarian,figura,wrong_sense,füge,high,means figure/shape
781,fig,Finnish,kuva,wrong_sense,viikuna,high,means picture/image
781,fig,Thai,รูปที่,wrong_sense,มะเดื่อ,med,means figure number
781,fig,Hindi,फिदा,garbage,अंजीर,high,means smitten/devoted
788,bamboo,Hindi,बाँसुरी,wrong_sense,बाँस,high,means flute
791,garlic,Swahili,vitunguu,wrong_sense,kitunguu saumu,med,means onions
792,ginger,Hungarian,ginger,untranslated,gyömbér,high,English word untranslated
792,ginger,Hebrew,ג'ינג'ר,likely_wrong,זַנגְבִיל,med,transliteration of English
793,scallion,Hungarian,mogyoró,wrong_sense,újhagyma,high,means peanut/hazelnut
793,scallion,Finnish,scallion,untranslated,kevätsipuli,high,English word untranslated
793,scallion,Korean,가리비,wrong_sense,파,high,means scallop
793,scallion,Welsh,scallion,untranslated,sibols,med,English word untranslated
793,scallion,Hebrew,scallion,untranslated,בצל ירוק,med,English word untranslated
793,scallion,Hindi,स्कैलिआन,untranslated,हरा प्याज,med,transliteration of English
800,cauliflower,Swahili,cauliflower,untranslated,koliflawa,med,English word untranslated
801,pumpkin,Hindi,पम्पकिन,untranslated,कद्दू,med,transliteration of English pumpkin
802,celery,Hindi,अजवाइन,wrong_sense,अजमोद,med,means carom seeds/ajwain
806,eggplant,Hindi,बैंगनी,wrong_sense,बैंगन,high,means purple the colour
806,eggplant,Welsh,eggplant,untranslated,planhigyn wy,low,English word untranslated
807,gourd,Swahili,gourd,untranslated,buyu,med,English word untranslated
808,seed,Japanese,シード,likely_wrong,種,med,transliteration; also means seeded sport
809,leaf,Spanish,lámina,wrong_sense,hoja,high,means sheet/lamina
811,branch,Spanish,sucursal,wrong_sense,rama,high,means branch office
811,branch,Japanese,ブランチ,likely_wrong,枝,med,transliteration; also means brunch
811,branch,Vietnamese,ngành,wrong_sense,cành cây,med,means branch/sector of industry
812,trunk,Spanish,maletero,wrong_sense,tronco,high,means car boot/trunk
812,trunk,Japanese,トランク,wrong_sense,幹,high,means luggage/car trunk
812,trunk,Korean,트렁크,wrong_sense,줄기,high,means luggage/car trunk
812,trunk,Thai,กระโปรงหลังรถ,wrong_sense,ลำต้น,high,means car boot/trunk
812,trunk,Hindi,ट्रंक,wrong_sense,तना,high,means box/luggage trunk
812,trunk,Hebrew,חדק,wrong_sense,גזע,high,means elephant trunk
813,stump,Finnish,kisko,wrong_sense,kanto,high,means rail/track
813,stump,Arabic,عقب السيجارة,wrong_sense,جذع الشجرة,high,means cigarette butt
813,stump,Hungarian,stump,untranslated,csonk,high,English word untranslated
814,root,Finnish,juurtua,wrong_pos,juuri,high,means to take root verb
815,bark,Finnish,haukkua,wrong_sense,kaarna,high,means to bark dog
815,bark,Russian,лаять,wrong_sense,кора,high,means to bark dog
815,bark,Spanish,ladrar,wrong_sense,corteza,high,means to bark dog
815,bark,Italian,abbaio,wrong_sense,corteccia,high,means I bark dog
815,bark,Japanese,吠える,wrong_sense,樹皮,high,means to bark dog
815,bark,Korean,짖다,wrong_sense,나무 껍질,high,means to bark dog
815,bark,Turkish,havlamak,wrong_sense,ağaç kabuğu,high,means to bark dog
815,bark,Hebrew,לִנְבּוּחַ,wrong_sense,קליפת עץ,high,means to bark dog
815,bark,Welsh,gyfarthwch,wrong_sense,rhisgl,med,means to bark dog
815,bark,Thai,เห่า,wrong_sense,เปลือกไม้,med,means to bark dog
815,bark,Swahili,bark,untranslated,gome,med,English word untranslated
816,bush,Vietnamese,bush,untranslated,bụi cây,high,English word untranslated
816,bush,Korean,부시,untranslated,덤불,med,transliteration of English bush
816,bush,Swahili,bush,untranslated,kichaka,med,English word untranslated
816,bush,Hindi,बुश,untranslated,झाड़ी,med,transliteration of English bush
817,flower,Welsh,blodeuo,wrong_pos,blodyn,med,means to bloom verb
818,petal,Hindi,पत्ती,wrong_sense,पंखुड़ी,med,means leaf
819,stem,Russian,корень,wrong_sense,стебель,high,means root
819,stem,Turkish,kök,wrong_sense,sap,high,means root
822,rose,Hungarian,rose,untranslated,rózsa,high,English word untranslated
822,rose,Hindi,रोज़,untranslated,गुलाब,high,transliteration; also means daily
822,rose,Swahili,rose,untranslated,waridi,med,English word untranslated
823,lily,Hungarian,lily,untranslated,liliom,high,English word untranslated
823,lily,Japanese,リリー,likely_wrong,ユリ,med,transliteration not standard word
823,lily,Hindi,लिली,untranslated,कुमुदिनी,med,transliteration of English lily
824,daisy,Hungarian,daisy,untranslated,százszorszép,high,English word untranslated
824,daisy,Vietnamese,daisy,untranslated,hoa cúc,high,English word untranslated
824,daisy,Russian,дейзи,untranslated,маргаритка,med,transliteration of English
824,daisy,Japanese,デイジー,likely_wrong,ヒナギク,med,transliteration not standard word
824,daisy,Welsh,daisy,untranslated,llygad y dydd,med,English word untranslated
824,daisy,Arabic,ديزي,untranslated,الأقحوان,med,transliteration of English
824,daisy,Hindi,डेज़ी,untranslated,गुलबहार,med,transliteration of English
830,gladiolus,Thai,พืชไม้ดอก,phrase,แกลดิโอลัส,med,means flowering plant generic
831,daffodil,Greek,ασφόδελος,wrong_sense,νάρκισσος,med,means asphodel
831,daffodil,Vietnamese,daffodil,untranslated,hoa thủy tiên,high,English word untranslated
831,daffodil,Russian,нарцискую,garbage,нарцисс,med,garbled form
831,daffodil,Hindi,हलका पीला रंग,wrong_sense,नरगिस,high,means light yellow colour
832,anemone,Vietnamese,quái vật,garbage,hoa hải quỳ,high,means monster
832,anemone,Thai,ดอกไม้ทะเล,wrong_sense,ดอกไม้ลม,med,means sea anemone
834,dahlia,Russian,далия,likely_wrong,георгин,low,nonstandard transliteration
835,marigold,Russian,ногол,garbage,бархатцы,med,garbled form
835,marigold,Arabic,marigold,untranslated,القطيفة,med,English word untranslated
836,buttercup,Vietnamese,bơ,wrong_sense,mao lương,high,means butter/avocado
836,buttercup,Indonesian,cangkir mentega,wrong_sense,bunga mentega,high,literal butter cup vessel
836,buttercup,Korean,미나리,wrong_sense,미나리아재비,med,means water dropwort
836,buttercup,Japanese,バターカップ,likely_wrong,キンポウゲ,med,transliteration not standard word
838,geranium,Vietnamese,geranium,untranslated,phong lữ,med,English word untranslated
839,delphinium,Arabic,العائق,wrong_sense,مندل,high,means the obstacle/hurdle
839,delphinium,Vietnamese,delphinium,untranslated,phi yến,med,English word untranslated
841,iris,Vietnamese,iris,untranslated,hoa diên vĩ,med,English word untranslated
841,iris,Japanese,虹彩,wrong_sense,アヤメ,high,means iris of the eye
841,iris,Korean,아이리스,untranslated,붓꽃,med,transliteration of English iris
842,poppy,Hungarian,poppy,untranslated,mák,high,English word untranslated
